소득,연령,신용대출총잔액,장기보험사고접수건수,월납보험료,보험유지기간,리볼빙건수,현금서비스합계,대출한도소진율,은행계좌유지기간,신용카드일시불이용률,자동차사고접수건수,대출금액,금리,신용스코어,최근6개월내미상환대출총건수,대출유입경로,연체해제일로부터의기간,연체여부
36000000,40,82262,18,380890,117,0,0,96.46,4843,66,0,3000000,7.04,878,1,모바일앱,99999,0
48000000,46,33493,4,452020,153,1,0,97.63,4578,60,1,5000000,7.17,847,1,모바일앱,99999,0
29600000,49,0,10,215020,162,1,0,100,4464,100,0,10000000,8.59,959,0,모바일앱,99999,0
28000000,41,0,2,125570,153,0,0,87.71,3928,83,0,3000000,9.64,847,0,모바일앱,99999,0
33600000,43,0,24,333890,173,0,0,0,2444,98,0,10000000,6.98,951,0,모바일앱,99999,0
40800000,44,26477,3,197400,187,1,0,99.45,6235,90,0,20410000,9.17,884,0,모바일앱,99999,0
31200000,48,0,3,89360,138,0,0,0,6894,95,0,10000000,7.11,883,0,모바일앱,99999,0
30400000,40,20359,0,311290,79,3,0,79.11,7889,87,0,18000000,9.17,815,0,홈페이지,99999,0
44800000,46,14801,0,62300,56,1,0,0,2289,50,1,14620000,8.59,834,0,모바일앱,99999,0
50000000,42,0,2,180660,46,0,0,0,7413,84,0,20000000,9.64,940,0,모바일앱,99999,0
29600000,38,37381,0,73760,146,3,16654,0,3844,11,0,3000000,10.08,755,0,홈페이지,99999,0
28800000,46,38403,8,235170,174,0,0,70,5624,69,0,14000000,9.17,824,1,모바일앱,99999,0
29600000,48,0,1,235040,23,0,0,0,8329,67,2,20000000,9.64,924,1,모바일앱,99999,0
26400000,41,19692,97,343240,164,1,0,97.83,7785,64,0,4500000,8.59,865,1,홈페이지,99999,0
22400000,41,0,,235370,105,0,0,98.59,4941,64,,19590000,8.93,919,0,모바일앱,99999,0
31200000,39,0,42,252950,136,0,0,92.03,5616,79,0,10000000,8.59,997,0,모바일앱,99999,0
38400000,40,87400,10,327900,192,0,0,95.39,5915,100,0,3000000,8.13,896,0,모바일앱,99999,0
47200000,45,28000,10,493170,101,0,0,90.75,9899,53,1,25000000,9.64,936,0,모바일앱,99999,0
26400000,53,0,3,94720,98,0,1000,92.31,2596,36,0,18000000,9.17,890,0,모바일앱,99999,0
22400000,40,0,1,57210,127,0,0,99.67,2605,0,0,3000000,9.64,919,0,모바일앱,99999,0
50000000,43,88675,1,70100,182,2,0,92.91,7775,71,0,10000000,8.26,817,0,모바일앱,99999,0
29600000,44,32799,0,123360,26,2,6000,0,4005,84,0,12000000,9.17,806,1,모바일앱,99999,0
36000000,42,20250,24,507340,126,0,0,53.72,2976,65,0,25000000,8.59,876,0,모바일앱,99999,0
36000000,43,39099,12,423000,183,3,0,100,7691,82,0,3000000,8.59,824,1,홈페이지,99999,0
27200000,36,29358,0,73370,148,0,0,99.68,5236,79,0,4200000,9.17,810,1,모바일앱,99999,0
44000000,42,9537,2,111860,125,0,0,93.13,5335,83,0,2800000,8.59,856,1,모바일앱,99999,0
48000000,44,0,14,134620,150,0,0,100,4460,69,0,12000000,9.97,945,0,모바일앱,99999,0
50000000,63,20000,44,147150,117,0,0,0,10081,84,0,10000000,8.13,959,0,모바일앱,99999,0
32000000,41,56147,0,251900,69,4,0,0,7172,74,0,6500000,10.08,767,0,모바일웹,99999,0
36000000,46,32725,8,97370,152,2,0,83.02,6419,60,0,20000000,8.59,814,0,모바일앱,99999,0
26400000,46,9000,5,386390,118,1,0,100,5993,66,0,12000000,9.17,865,1,모바일앱,99999,0
20800000,41,0,2,301660,120,0,0,100,4881,100,0,17720000,9.97,878,1,모바일앱,99999,0
31200000,40,0,0,145250,168,0,0,95.79,5690,71,0,7000000,9.15,969,0,모바일앱,99999,0
36000000,37,3000,0,310000,112,2,22050,100,4998,17,0,3000000,9.17,818,1,모바일앱,99999,0
39200000,38,25985,3,508730,85,2,0,98.1,4508,83,1,23950000,8.59,879,0,모바일앱,1056,0
20800000,39,4550,1,203160,86,0,0,98.82,4298,81,1,3000000,8.59,814,1,모바일앱,99999,0
50000000,58,44000,6,150340,304,0,0,70.23,9401,76,0,20000000,9.64,851,2,모바일앱,99999,0
24800000,52,7583,6,145600,172,0,0,100,7540,48,0,3000000,9.34,846,2,모바일앱,99999,0
50000000,50,59915,12,164470,193,0,0,0,5350,71,0,14380000,10.82,719,2,홈페이지,99999,0
26400000,44,68128,5,61230,139,1,0,0,8180,63,0,7110000,8.19,777,2,모바일앱,99999,0
20800000,31,8193,5,81220,81,1,0,97.09,2178,100,0,3000000,10.08,891,1,모바일앱,99999,0
44000000,39,18978,13,507280,130,0,0,0,5097,78,0,17000000,8.19,834,1,홈페이지,99999,0
50000000,27,36294,9,338080,59,2,0,72.33,1313,83,0,19300000,10.08,895,0,모바일앱,99999,1
26400000,46,11000,3,218510,50,1,0,0,9214,71,0,11000000,9.16,800,2,모바일앱,99999,0
50000000,50,21712,28,644590,197,4,15800,0,3879,30,0,25000000,8.19,733,0,모바일앱,99999,0
21600000,54,0,14,110680,147,0,0,100,5894,82,1,20000000,7.52,943,0,모바일앱,99999,0
50000000,59,66554,0,54000,144,2,0,0,11010,96,0,3000000,7.61,732,4,모바일앱,99999,0
22400000,43,31204,3,925280,39,3,1500,0,7407,62,0,8520000,7.61,718,1,모바일앱,99999,0
27200000,39,15329,4,45400,116,1,0,0,1532,58,0,8000000,10.82,768,2,모바일앱,99999,0
28000000,38,5308,31,286340,138,1,0,93.96,5265,91,0,2000000,7.44,870,0,모바일앱,99999,0
19200000,41,1517,12,184620,161,1,0,0,6056,61,0,6960000,10.82,757,0,모바일앱,99999,0
31200000,42,8455,42,391460,160,1,2370,0,7792,11,0,17170000,8.19,738,1,모바일앱,99999,0
50000000,38,14000,5,82670,159,0,0,100,4334,115,0,3000000,6.98,951,1,모바일앱,99999,0
19200000,37,25753,0,54100,83,1,3000,0,1537,23,0,3000000,10.82,741,1,홈페이지,99999,0
28000000,63,10211,5,886280,205,2,0,0,12304,66,1,3000000,7.28,873,0,홈페이지,99999,0
21600000,69,14066,11,337000,183,1,0,0,5593,67,0,10000000,8.19,834,0,모바일앱,99999,0
41600000,47,22055,13,321860,99,1,0,100,5957,67,0,1000000,7.44,884,0,모바일앱,99999,0
21600000,38,31871,8,495720,103,2,0,0,3262,51,0,5960000,9.16,776,0,모바일웹,99999,0
36000000,43,34948,2,80310,87,3,0,0,5013,88,2,16790000,8.19,767,2,모바일앱,99999,0
20000000,37,7,0,77400,27,0,0,0,0,0,0,6690000,10.82,774,0,모바일앱,99999,0
25600000,43,19132,12,91420,37,0,0,0,4821,55,0,6000000,9.11,825,1,모바일앱,99999,0
36800000,46,3900,0,1190290,77,3,10850,0,3820,11,2,10970000,8.19,778,0,모바일앱,99999,0
28800000,46,7783,3,100000,59,0,0,97.69,8198,48,1,2000000,9.01,846,1,모바일앱,99999,0
19200000,39,13119,1,183810,55,2,0,0,5730,83,0,7500000,9.17,810,1,모바일앱,99999,0
33600000,45,42303,2,220970,85,1,0,0,4212,70,0,5090000,10.82,804,0,모바일앱,99999,0
31200000,50,10784,0,88710,135,0,0,0,9105,29,0,12000000,7.28,851,0,모바일웹,99999,0
32800000,56,0,1,55230,172,0,0,91.55,9798,100,0,25000000,9.01,907,0,홈페이지,99999,0
28800000,45,12000,4,95780,110,0,0,0,8064,94,0,14000000,7.17,894,1,모바일앱,99999,0
25600000,40,12292,0,80350,123,1,0,97.12,6111,77,0,1000000,8.59,810,1,모바일앱,99999,0
30400000,33,20900,4,86940,137,0,0,94.52,3480,100,0,17000000,9.17,949,0,모바일앱,99999,0
49600000,50,63092,0,30000,33,2,4500,0,9767,67,0,19000000,8.19,742,1,모바일앱,99999,0
18400000,40,14247,0,71850,102,4,15524,0,5567,13,0,3000000,9.16,752,1,홈페이지,99999,0
0,52,7466,0,342360,137,0,0,99.52,8319,67,0,2000000,6.98,861,0,모바일앱,99999,0
30400000,46,28880,5,84070,90,1,0,94,9353,67,0,10000000,8.59,829,0,모바일앱,99999,0
28800000,62,71205,0,197350,195,3,0,100,11928,73,0,3000000,8.13,837,0,홈페이지,99999,0
16800000,45,50935,26,1282020,59,2,0,0,7506,45,1,2810000,10.82,750,1,모바일앱,99999,1
19200000,34,708,10,207930,53,2,3000,77.88,4299,19,0,2000000,9.17,811,0,모바일앱,99999,0
37600000,61,34900,30,759060,162,0,0,0,3775,32,1,18370000,8.19,766,0,홈페이지,99999,0
32800000,40,36425,7,100470,190,1,0,0,6161,88,0,21240000,7.61,792,1,모바일앱,99999,0
28800000,44,12447,15,146600,115,2,0,99.27,5906,52,0,10000000,9.17,813,1,모바일앱,99999,0
50000000,41,30000,8,323070,155,4,0,0,4584,41,2,3000000,8.19,936,0,모바일앱,99999,0
20800000,39,28322,5,212040,156,2,8994,0,5334,12,0,3000000,9.16,736,0,모바일앱,99999,0
50000000,51,42582,19,245040,43,0,0,0,1283,27,0,3000000,10.82,752,2,홈페이지,99999,0
20000000,38,6000,36,403910,192,0,0,93.66,4118,74,0,3000000,9.34,891,0,모바일앱,99999,0
23200000,54,22221,6,1069720,65,0,0,0,4087,77,0,1000000,10.82,729,1,모바일앱,99999,0
36800000,49,18920,2,227270,159,0,0,63.13,4144,82,0,3000000,8.26,819,0,홈페이지,99999,0
33600000,40,28237,23,314670,126,1,0,0,5712,100,0,15000000,8.19,824,0,홈페이지,99999,0
40000000,50,43843,9,81920,176,2,0,0,8631,88,0,15000000,8.59,791,0,모바일앱,99999,0
22400000,31,19468,8,285200,38,3,0,0,2644,52,0,8410000,9.16,808,0,모바일앱,99999,1
27200000,46,18774,3,642240,128,0,0,98.68,7848,82,2,8000000,8.26,912,0,모바일앱,99999,0
33600000,51,31133,1,33140,95,0,0,0,3285,77,0,9520000,10.82,750,0,모바일웹,99999,1
24000000,34,0,3,112070,163,0,0,83.22,3865,83,0,18000000,8.59,859,0,홈페이지,99999,0
20800000,37,0,0,88330,117,0,0,93.14,5353,88,0,6000000,8.59,929,0,모바일앱,99999,0
29600000,28,73346,12,452950,51,0,0,0,2918,47,2,3000000,10.82,741,1,모바일앱,99999,0
28800000,51,16128,4,130750,143,1,7800,0,5593,5,0,9000000,8.19,750,0,모바일앱,99999,0
41600000,57,13877,7,170550,162,2,11168,98.54,6080,71,1,17000000,9.11,751,1,모바일앱,99999,0
50000000,37,99000,102,354800,31,0,0,0,4095,100,0,1000000,7.15,870,0,모바일앱,99999,0
20800000,47,9748,0,224630,160,0,0,96.81,5877,82,1,13000000,8.59,936,1,모바일앱,99999,0
28800000,63,34949,0,167740,38,2,0,0,6036,70,0,7740000,8.19,752,1,홈페이지,99999,0
49600000,51,5000,7,875920,194,0,0,96.74,3743,60,0,25000000,9.01,886,0,모바일웹,99999,0
35200000,38,24329,17,2161250,151,1,0,0,4531,93,0,17470000,8.19,818,1,홈페이지,99999,0
44800000,39,19711,1,323070,93,1,0,0,4373,34,0,20000000,9.16,817,1,모바일앱,99999,0
30400000,40,44666,1,182440,72,0,0,100,7364,100,0,4600000,8.26,811,1,모바일앱,99999,0
36000000,42,14957,10,297630,63,1,2400,0,7928,46,0,23700000,7.61,775,0,홈페이지,99999,0
43200000,39,108986,1,136570,36,0,0,0,4291,70,0,3000000,10.82,765,2,모바일앱,99999,0
44000000,49,43437,0,51730,27,1,0,0,7908,70,0,25000000,9.97,852,0,모바일앱,99999,0
17600000,42,0,1,58000,159,0,0,86.96,5431,100,1,3000000,8.59,897,0,모바일앱,99999,0
21600000,44,54953,16,1147180,166,0,0,73.74,2566,82,0,6340000,9.17,801,0,모바일앱,99999,0
32800000,43,49748,0,90680,166,1,0,0,7849,91,0,18000000,7.28,801,0,모바일앱,99999,0
32000000,41,2220,32,1723020,156,1,0,0,5243,49,0,2000000,8.19,923,0,모바일웹,99999,0
22400000,48,18698,16,184420,171,2,0,89.92,7782,68,0,6000000,9.17,800,1,모바일앱,99999,0
36800000,47,0,45,333730,157,0,0,0,4947,69,0,18230000,8.13,881,0,모바일앱,99999,0
40000000,41,16925,15,274080,111,2,5450,0,4310,60,0,3470000,9.16,766,1,모바일앱,99999,0
50000000,48,0,14,479530,48,1,0,0,902,40,0,19740000,9.16,854,1,모바일앱,99999,0
50000000,57,194469,4,387670,147,1,0,97.67,11156,84,0,3000000,8.26,847,0,홈페이지,99999,0
21600000,48,60547,6,321460,154,1,0,0,9517,78,0,3000000,10.82,732,1,모바일앱,99999,1
50000000,50,176000,2,381090,195,0,0,95.84,8650,86,0,25000000,6.99,859,1,모바일앱,99999,0
24000000,39,5850,0,106650,117,2,2870,91.35,4963,38,0,14000000,9.17,787,1,모바일앱,99999,0
22400000,43,19379,1,86600,166,2,1250,0,4716,65,0,6000000,10.82,741,3,모바일앱,99999,0
36800000,42,0,1,97400,112,0,0,0,1543,100,0,11410000,7.06,974,0,홈페이지,99999,0
22400000,39,36950,0,96720,130,0,0,95.69,2598,93,0,4330000,9.17,877,0,모바일앱,99999,1
43200000,54,0,0,100000,137,0,0,100,10756,83,0,3000000,9.15,951,0,홈페이지,99999,0
26400000,41,29846,11,273060,185,3,5570,0,4914,29,0,6270000,8.19,751,0,모바일앱,99999,0
26400000,45,2112,3,513660,104,2,1100,0,2704,2,0,5530000,10.82,729,0,모바일앱,99999,0
50000000,47,74784,35,694460,77,2,620,0,9541,34,0,10680000,10.82,751,0,모바일앱,99999,0
21600000,42,8181,2,69030,118,4,0,0,6338,41,0,3000000,8.13,873,0,모바일앱,99999,0
50000000,41,39999,0,123300,150,0,0,87.46,4045,90,0,25000000,8.26,859,0,홈페이지,99999,0
35200000,49,21749,18,243530,169,2,0,0,4947,54,0,20000000,7.61,834,0,모바일앱,99999,0
0,52,7466,0,342360,137,0,0,99.52,8319,67,0,2000000,6.98,861,0,모바일앱,99999,0
30400000,63,23338,5,549810,41,1,0,0,9338,80,2,19890000,8.59,852,1,모바일앱,99999,0
24000000,39,14307,3,93020,155,0,0,97.87,2157,36,0,3000000,9.17,805,1,모바일앱,99999,0
25600000,47,568,4,828370,47,0,0,0,4270,0,0,4000000,9.16,729,0,모바일앱,99999,0
16800000,21,0,5,371680,128,0,0,0,0,0,0,3000000,9.16,825,0,홈페이지,99999,0
47200000,48,28000,10,418970,55,0,0,0,10148,82,0,20000000,9.64,847,1,모바일웹,99999,0
28000000,55,9308,6,316210,164,2,0,0,4003,100,0,5000000,8.19,883,0,모바일앱,99999,0
19200000,40,23633,0,53390,97,0,0,99.15,6738,50,0,4400000,9.17,815,1,모바일앱,99999,0
25600000,48,38240,19,2393430,194,2,1000,0,9216,79,4,7870000,7.61,804,0,모바일웹,99999,0
20000000,38,0,7,99240,100,0,0,0,2743,79,0,15000000,8.59,888,0,모바일앱,99999,0
34400000,38,0,7,165350,92,0,0,84.5,4381,97,0,15000000,9.64,904,0,모바일앱,99999,0
20000000,39,22260,1,77210,102,2,0,66.67,5488,77,0,9520000,9.17,824,0,모바일앱,99999,1
32000000,58,6765,21,325360,156,0,0,0,9911,80,0,7000000,7.15,959,0,모바일앱,99999,0
22400000,63,22260,4,177320,82,1,400,0,13319,37,0,5610000,9.16,760,0,모바일웹,99999,0
31200000,44,10890,2,54160,99,3,0,0,7904,0,0,5000000,9.16,793,0,모바일앱,99999,0
42400000,46,0,2,222750,160,2,0,98.53,5312,82,2,12000000,9.28,909,0,모바일앱,99999,0
13600000,27,8439,11,674300,76,1,0,0,1254,24,2,3770000,10.82,754,0,모바일앱,99999,0
24000000,54,12053,5,306350,175,1,0,0,2982,33,0,7000000,10.82,739,1,모바일웹,99999,0
21600000,54,0,17,130920,107,0,0,80.91,12269,94,0,25000000,9.51,893,0,모바일앱,99999,0
22400000,26,0,0,206560,77,0,0,100,2547,0,0,3000000,9.11,930,0,모바일앱,99999,1
50000000,46,11222,18,451770,104,1,0,93.04,4066,58,0,10000000,9.34,868,0,모바일앱,99999,0
44800000,44,61527,6,482330,41,3,0,0,5390,79,0,11000000,9.17,800,2,모바일앱,99999,0
21600000,37,7980,2,362180,51,0,0,94.26,2966,53,0,13000000,9.17,846,1,모바일앱,99999,0
36000000,39,17916,3,206320,162,0,0,97.7,7006,85,0,1000000,8.26,870,1,모바일앱,99999,0
38400000,41,0,1,187450,118,0,0,87.59,4757,65,0,25000000,7.17,1000,0,모바일앱,99999,0
28000000,40,18023,0,53640,101,3,0,87.5,4646,77,0,14000000,9.17,810,1,모바일앱,99999,0
25600000,41,64656,1,53620,71,0,0,0,4647,69,1,3000000,8.26,814,0,모바일앱,99999,0
32000000,41,66500,3,153840,41,0,700,100,4094,50,1,2000000,8.59,841,1,모바일앱,99999,0
20000000,44,0,2,86550,136,0,0,95.02,3620,28,0,17500000,9.97,915,0,홈페이지,99999,1
24800000,63,33620,5,327080,160,3,0,0,4038,79,1,5040000,9.16,777,2,모바일앱,99999,0
39200000,59,30000,15,1256330,214,0,0,96.71,5605,46,2,3000000,8.13,867,0,홈페이지,99999,0
43200000,46,24377,9,393990,55,3,0,97.13,4107,46,0,21000000,9.17,850,0,모바일앱,99999,1
20800000,37,26725,6,62380,149,2,0,77.5,4075,93,0,7600000,9.17,824,0,홈페이지,99999,0
28000000,53,25545,25,240310,166,3,0,0,10518,70,0,14760000,8.19,810,4,모바일앱,99999,0
40000000,43,30000,7,250040,134,0,0,96.38,7767,100,0,10000000,8.59,922,1,모바일앱,99999,0
39200000,51,37738,6,544030,156,2,1000,0,8160,49,0,4870000,7.28,741,0,모바일앱,99999,0
21600000,43,2950,0,94940,137,0,0,98.4,4192,0,0,2500000,9.17,876,1,모바일웹,99999,0
36800000,43,0,21,140860,163,0,0,96.62,7531,65,0,25000000,9.17,945,0,모바일앱,99999,0
36000000,43,35598,1,61240,110,0,0,99.01,6894,22,0,10000000,8.59,847,1,모바일앱,99999,0
32800000,44,0,1,209570,88,0,0,0,153,59,0,10630000,10.82,811,2,홈페이지,99999,0
50000000,38,0,8,342560,155,0,0,97.3,5326,0,0,13000000,9.17,875,0,모바일앱,99999,0
25600000,52,23972,7,563130,114,3,7829,0,8092,9,0,5000000,8.19,751,1,모바일앱,99999,0
18400000,49,818,7,564230,141,0,0,97.73,2400,67,0,2000000,9.17,893,1,모바일앱,99999,0
50000000,57,30000,0,400000,135,0,0,92.89,6266,72,0,25000000,6.98,909,0,홈페이지,99999,0
31200000,39,40000,4,788640,236,2,8000,96.45,5066,32,1,3000000,8.13,850,0,모바일앱,99999,0
21600000,60,20000,8,177340,142,0,1000,84.89,9621,39,0,3000000,8.26,847,1,모바일앱,99999,0
26400000,44,19800,14,81080,43,1,0,0,7088,77,0,12000000,9.17,820,2,홈페이지,99999,0
43200000,45,30610,0,171210,27,1,5600,0,7494,36,0,18610000,8.19,730,0,모바일앱,99999,0
42400000,42,7956,10,1014350,108,1,0,0,7519,69,0,15000000,7.61,836,1,모바일앱,99999,0
25600000,43,32372,29,395590,18,7,10550,0,8337,17,1,4190000,8.19,765,0,모바일웹,99999,0
26400000,40,29595,5,284790,184,2,8711,0,6728,47,0,3000000,9.16,730,0,홈페이지,99999,1
28800000,50,61891,13,448880,114,4,7429,0,8957,16,1,4300000,8.19,723,0,홈페이지,99999,0
22400000,53,0,3,517770,225,0,0,98.18,5905,95,0,21000000,7.11,945,0,홈페이지,99999,0
43200000,52,0,3,709450,157,0,0,0,3149,77,0,25000000,7.61,843,1,모바일앱,99999,0
40800000,46,10745,2,97290,141,2,0,96.28,7357,27,1,25000000,9.11,834,1,모바일앱,99999,0
35200000,43,48000,3,211680,123,0,0,96.95,8015,65,1,20000000,6.98,888,0,홈페이지,99999,0
25600000,56,56369,21,1300310,61,1,0,0,9914,87,4,3000000,7.28,768,1,모바일웹,99999,0
24800000,42,5383,6,110830,155,2,5500,0,6132,18,0,15580000,8.19,802,0,홈페이지,237,0
29600000,54,0,10,139830,168,0,0,99.81,1635,86,0,8000000,9.11,891,1,모바일앱,99999,0
31200000,46,2189,5,187790,190,1,0,0,5150,78,0,24390000,7.61,786,0,모바일웹,99999,0
38400000,52,22214,5,227940,38,5,4789,0,9871,83,0,3000000,8.19,741,2,모바일앱,99999,0
39200000,58,9606,30,1611550,225,2,1500,0,7828,87,7,5100000,8.19,821,1,모바일웹,99999,0
25600000,41,28858,2,67130,117,1,0,96.88,4471,85,0,10450000,9.11,792,1,모바일앱,99999,1
50000000,41,983,2,130910,136,0,0,89.83,8119,43,0,4000000,7.12,930,1,모바일앱,99999,0
25600000,57,2422,5,200510,119,1,200,0,5497,91,0,15000000,8.19,856,0,모바일앱,99999,0
50000000,40,67825,21,97730,139,1,0,0,5258,74,1,3000000,7.61,776,0,모바일앱,99999,0
23200000,64,20000,12,805090,279,1,0,0,8947,50,0,12050000,7.28,834,0,홈페이지,99999,0
31200000,51,43266,0,206300,147,1,0,0,10885,38,0,10000000,9.16,714,0,모바일앱,99999,0
49600000,63,21415,9,76900,133,6,31800,0,3262,10,0,5460000,10.82,765,1,모바일앱,99999,1
25600000,53,22844,2,184970,171,1,2300,0,4914,52,0,10000000,9.16,727,1,홈페이지,99999,0
41600000,42,59583,1,160000,37,0,0,62.5,3885,85,0,6000000,7.45,846,2,모바일앱,99999,0
32000000,68,0,33,1855800,194,1,0,0,10410,33,1,25000000,7.28,933,0,홈페이지,99999,0
28000000,51,5667,11,407200,113,0,0,0,10321,43,1,3000000,7.15,880,0,모바일앱,99999,0
50000000,50,43914,13,69080,192,0,0,0,2382,90,0,14360000,10.82,743,2,모바일앱,99999,0
39200000,45,0,9,110540,172,0,0,0,3202,91,0,25000000,7.17,969,0,홈페이지,99999,0
32000000,60,30000,19,1223740,228,0,0,98.36,6035,40,2,3000000,7.07,849,0,홈페이지,99999,0
29600000,33,0,0,177940,30,0,0,0,4328,47,0,10000000,8.19,721,1,모바일앱,99999,0
28800000,42,28735,3,82250,131,1,1403,0,3066,46,0,5000000,9.16,788,0,모바일앱,99999,0
45600000,35,25000,8,337910,149,0,0,100,4823,66,0,1000000,7.19,873,1,모바일앱,99999,0
50000000,49,133096,27,298420,139,0,0,0,7730,73,0,3000000,10.82,744,0,모바일앱,99999,0
31200000,48,39424,10,166160,66,0,0,99.66,4121,67,0,20000000,7.44,839,1,모바일앱,99999,0
20800000,30,3000,5,60440,47,2,0,0,3390,100,0,7210000,9.16,847,0,모바일앱,99999,0
25600000,47,568,4,828370,47,0,0,0,4270,0,0,6000000,9.16,729,0,모바일앱,99999,0
22400000,47,28000,2,319300,50,1,0,84.75,5576,100,1,3000000,9.34,841,1,홈페이지,99999,0
20800000,45,16980,12,359160,171,1,0,0,2724,98,0,6200000,10.82,773,1,모바일앱,99999,0
21600000,44,35000,29,387920,129,3,4560,0,7594,62,2,5000000,7.28,850,0,모바일앱,99999,0
33600000,49,30555,6,413820,70,2,0,0,5487,74,0,17870000,7.61,782,0,모바일앱,99999,0
50000000,55,18000,18,71170,138,0,0,97.92,8173,38,0,20000000,9.34,855,1,모바일앱,99999,0
33600000,43,0,26,333890,171,0,0,0,2390,98,0,17000000,6.99,969,0,모바일앱,99999,0
50000000,37,12435,13,265330,128,0,0,0,1507,77,0,15000000,10.82,784,0,모바일앱,99999,0
33600000,45,102883,0,88590,24,0,0,0,7933,100,0,3000000,9.16,772,2,홈페이지,99999,0
44000000,59,57000,17,3625900,214,0,0,0,13365,46,3,17680000,7.15,777,0,모바일앱,99999,0
26400000,52,6168,9,156200,121,1,0,0,7933,0,0,18150000,8.19,787,0,모바일앱,99999,0
43200000,48,75453,1,278560,53,3,12600,0,7070,29,0,4700000,10.82,748,0,모바일앱,99999,0
28800000,46,34843,2,356530,122,2,0,0,4949,100,0,7200000,7.61,769,0,모바일앱,99999,0
28800000,47,29567,4,95640,68,2,0,0,2373,96,0,7000000,10.82,781,3,모바일앱,99999,0
24800000,47,34546,1,83270,89,3,6000,0,7482,75,0,3000000,7.61,741,3,모바일앱,99999,0
24800000,36,0,5,104550,87,0,0,0,4690,0,0,12000000,8.19,846,0,모바일앱,99999,0
20000000,40,13994,0,57560,89,1,0,92.7,5723,100,0,3000000,7.19,872,0,홈페이지,99999,0
50000000,52,92147,5,164130,182,2,0,99.64,2759,84,0,25000000,7.52,847,0,모바일웹,99999,0
25600000,44,16973,0,60000,116,1,0,80.59,5787,79,0,3000000,7.52,846,2,모바일앱,99999,0
21600000,34,5990,,251200,55,0,0,93.62,4110,28,,1740000,8.93,861,0,모바일앱,99999,0
32000000,47,26308,0,646690,114,1,0,0,3395,44,0,2500000,10.82,768,1,모바일앱,99999,0
20800000,41,9555,4,159910,135,0,0,0,3800,79,0,10000000,8.19,832,1,홈페이지,99999,0
36800000,51,40181,35,2156020,193,2,0,0,11618,31,0,15240000,8.19,754,0,모바일앱,99999,0
24800000,43,1446,9,54520,141,0,0,0,3688,62,0,3000000,10.82,716,0,홈페이지,99999,0
48800000,38,165944,11,144370,127,1,0,0,5158,88,0,3000000,7.61,732,1,모바일앱,99999,1
28800000,64,0,4,1299560,114,0,0,0,2917,38,0,9300000,9.16,811,0,홈페이지,99999,0
23200000,48,4200,0,121750,169,0,0,100,7867,0,0,1900000,8.53,870,1,모바일앱,99999,0
40000000,40,0,1,889040,123,0,0,95.52,5076,82,0,3000000,7.52,858,1,모바일앱,99999,0
45600000,39,4463,0,53700,158,3,200,0,6260,100,0,3000000,9.16,825,1,모바일앱,99999,0
23200000,53,0,10,255060,176,0,0,0,4907,66,2,3000000,9.16,789,0,모바일앱,952,0
50000000,53,157400,1,90000,179,0,0,95.19,12328,94,0,25000000,6.98,909,0,홈페이지,99999,0
50000000,41,33626,6,958580,48,1,0,0,7443,55,1,23000000,8.19,718,1,모바일앱,99999,1
23200000,55,19412,4,491990,145,1,0,0,2659,80,0,3000000,8.19,749,2,모바일앱,99999,0
24000000,47,0,1,204800,129,0,0,0,8166,95,0,20000000,9.01,906,1,모바일앱,99999,0
15200000,23,0,0,142000,14,0,0,0,0,0,0,3000000,10.82,791,1,홈페이지,99999,1
20000000,49,58000,1,229450,233,2,5200,0,8606,50,0,3000000,7.61,732,1,홈페이지,99999,0
28000000,53,31645,1,343220,115,0,0,0,5041,100,0,16000000,7.61,842,0,모바일앱,99999,0
50000000,51,95155,19,216810,145,3,0,0,6693,58,0,3000000,9.16,724,1,모바일앱,99999,0
36800000,52,40678,2,86050,63,0,0,0,9662,74,0,11510000,9.16,786,0,홈페이지,99999,0
31200000,51,44592,15,362140,108,3,4000,0,5776,72,0,3600000,10.82,737,1,홈페이지,99999,0
50000000,55,16163,5,197970,169,1,0,100,9786,70,0,25000000,7.52,852,0,모바일앱,99999,0
50000000,56,7282,1,180590,295,3,15280,0,9708,19,0,3000000,8.19,787,1,모바일앱,99999,0
50000000,51,38888,18,785410,185,4,0,0,5304,112,2,3000000,7.61,837,0,모바일앱,99999,0
25600000,65,38696,0,119270,292,2,0,0,5481,83,0,9880000,8.19,790,0,모바일웹,99999,1
23200000,31,23500,4,614850,32,1,0,0,4138,53,2,10000000,8.19,842,0,모바일앱,99999,0
34400000,47,0,56,87950,176,0,0,91.67,5028,100,0,10000000,7.11,969,0,모바일앱,99999,0
42400000,43,0,11,124260,176,0,0,100,5299,88,0,25000000,7.06,969,0,모바일앱,99999,0
22400000,49,18585,5,117680,176,0,0,95.95,2873,26,0,2000000,7.11,837,0,모바일앱,99999,0
42400000,50,63080,2,188770,96,3,0,0,8162,75,0,11750000,9.16,767,2,모바일앱,99999,0
36000000,48,11371,11,621420,229,3,29200,0,9128,16,0,3000000,7.61,751,2,모바일앱,99999,0
20000000,41,20703,0,59710,117,0,0,0,4550,91,0,13270000,7.28,881,1,모바일앱,99999,0
24000000,33,0,0,98850,123,1,0,100,4859,57,3,10000000,8.53,936,0,모바일앱,99999,0
18400000,38,10352,3,236180,97,0,0,98.36,5041,22,0,6000000,9.34,847,0,모바일앱,99999,0
