지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
108,서울,2023-05-23 23:00,18.6,,0.8,51,1002.1,14.3
108,서울,2023-05-24 0:00,18.1,,0.4,54,1002.1,13.5
108,서울,2023-05-24 1:00,17.4,,0,56,1002.3,12.6
108,서울,2023-05-24 2:00,16.9,,0.2,58,1002.3,12.3
108,서울,2023-05-24 3:00,16.4,,1.9,63,1002.5,12
108,서울,2023-05-24 4:00,15.5,,2.1,66,1002.7,11.3
108,서울,2023-05-24 5:00,15.2,,1.3,70,1003,10.8
108,서울,2023-05-24 6:00,15.1,,2,72,1002.9,12.3
108,서울,2023-05-24 7:00,16.4,,2.3,69,1003.2,17.4
108,서울,2023-05-24 8:00,18.9,,1.9,60,1004.1,26.7
108,서울,2023-05-24 9:00,20.7,,1.4,54,1004.3,31.8
108,서울,2023-05-24 10:00,22.5,,2,46,1004.2,40.6
108,서울,2023-05-24 11:00,23.4,,1.7,46,1004.4,40.6
108,서울,2023-05-24 12:00,24.7,,2.6,41,1004.1,47.4
108,서울,2023-05-24 13:00,25.6,,2.6,37,1003.5,45.7
108,서울,2023-05-24 14:00,25.9,,3,36,1003.3,44.5
108,서울,2023-05-24 15:00,25.5,,2.5,36,1003.2,38.6
108,서울,2023-05-24 16:00,24.8,,3,35,1003.2,35.2
108,서울,2023-05-24 17:00,24.1,,3,38,1003.3,29.8
108,서울,2023-05-24 18:00,23.2,,2.9,43,1003.2,27.4
108,서울,2023-05-24 19:00,22.2,,2.6,46,1003.6,22.2
108,서울,2023-05-24 20:00,21,,2.8,44,1004,18.8
108,서울,2023-05-24 21:00,20.3,,1.8,43,1004.5,17.8
108,서울,2023-05-24 22:00,19.7,,1.2,42,1005.1,15.9
108,서울,2023-05-24 23:00,19.2,,2.7,43,1005.3,15.8
108,서울,2023-05-25 0:00,18.7,,1.6,46,1005.5,15.4
108,서울,2023-05-25 1:00,18.1,,2.4,50,1005.6,14.4
108,서울,2023-05-25 2:00,17.9,,2.2,56,1005.6,16.1
108,서울,2023-05-25 3:00,17.7,,2.2,62,1005.6,15.6
108,서울,2023-05-25 4:00,16.7,,1.8,65,1005.4,12.9
108,서울,2023-05-25 5:00,16.1,,0.6,67,1005.9,11.8
108,서울,2023-05-25 6:00,15.7,,1,71,1006.5,12.5
108,서울,2023-05-25 7:00,16.3,,1,68,1006.9,17
108,서울,2023-05-25 8:00,19.1,,1.7,56,1007.3,28
108,서울,2023-05-25 9:00,21.4,,2,49,1006.6,36.9
108,서울,2023-05-25 10:00,23.5,,2.3,45,1006.3,45.6
108,서울,2023-05-25 11:00,24.5,,2.9,32,1006,51.4
108,서울,2023-05-25 12:00,25.3,,2.7,31,1005.9,56.3
108,서울,2023-05-25 13:00,26.7,,2.7,29,1005.6,58
108,서울,2023-05-25 14:00,27.2,,3.7,29,1005.1,56.7
108,서울,2023-05-25 15:00,26.1,,3.6,27,1005,43.8
108,서울,2023-05-25 16:00,25.7,,5.1,31,1004.7,42.7
108,서울,2023-05-25 17:00,24.9,,4.5,30,1004.4,37.9
108,서울,2023-05-25 18:00,23.3,,4.1,35,1003.8,29.2
108,서울,2023-05-25 19:00,21.9,,3.8,43,1004.8,23.6
108,서울,2023-05-25 20:00,20.9,,1.9,46,1004.8,20.8
108,서울,2023-05-25 21:00,20.2,,1.7,47,1004.6,19.5
108,서울,2023-05-25 22:00,19.8,,1.6,49,1005.6,17.9
108,서울,2023-05-25 23:00,19.6,,1.5,50,1005.9,18.6
108,서울,2023-05-26 0:00,19.6,0,2.6,51,1006.5,18.8
108,서울,2023-05-26 1:00,16.7,0.5,3.4,75,1007.2,15
108,서울,2023-05-26 2:00,16.5,0,1.7,72,1007,15.1
108,서울,2023-05-26 3:00,16.3,0,1.8,75,1007,14.8
108,서울,2023-05-26 4:00,16.4,,1.9,76,1006.8,14.4
108,서울,2023-05-26 5:00,16.1,,1.9,73,1006.9,13.5
108,서울,2023-05-26 6:00,15.9,,2.3,73,1007.6,14
108,서울,2023-05-26 7:00,16.4,,1.8,72,1007.8,16.7
108,서울,2023-05-26 8:00,18.5,,1.7,61,1008.1,22.9
108,서울,2023-05-26 9:00,20.7,,1.8,51,1008.2,31.5
108,서울,2023-05-26 10:00,22.3,,1.5,47,1008.3,39.5
108,서울,2023-05-26 11:00,23.5,,1.8,46,1008.2,46.1
108,서울,2023-05-26 12:00,24.5,,2.2,43,1007.7,50.9
108,서울,2023-05-26 13:00,25.5,,1.9,41,1007.7,55.6
108,서울,2023-05-26 14:00,26.9,,2.6,39,1007.2,55.9
108,서울,2023-05-26 15:00,27.1,,2.5,40,1006.9,52.3
108,서울,2023-05-26 16:00,26.2,,3.5,42,1006.8,43
108,서울,2023-05-26 17:00,25.7,,2.7,45,1007,38.6
108,서울,2023-05-26 18:00,24.7,,2.6,49,1007,30
108,서울,2023-05-26 19:00,23.7,,2.6,51,1006.9,25.3
108,서울,2023-05-26 20:00,22.6,,2.6,56,1007.2,21.9
108,서울,2023-05-26 21:00,21.9,,1.5,62,1007.7,20
108,서울,2023-05-26 22:00,21.1,,1.2,63,1008,18.4
108,서울,2023-05-26 23:00,20.7,,1.5,67,1007.9,17.9
108,서울,2023-05-27 0:00,20.2,,0,66,1007.8,17.3
108,서울,2023-05-27 1:00,19.8,,0.4,68,1007.7,16.9
108,서울,2023-05-27 2:00,19.6,,0.9,71,1007.5,16.7
108,서울,2023-05-27 3:00,19.2,,0.8,70,1007.9,16.1
108,서울,2023-05-27 4:00,18.8,,1.6,74,1008,15.7
108,서울,2023-05-27 5:00,18.7,,1.7,74,1007.9,17
108,서울,2023-05-27 6:00,19.1,,1.6,73,1007.8,18.3
108,서울,2023-05-27 7:00,19.5,,1.7,71,1008,20.3
108,서울,2023-05-27 8:00,20.1,,1.8,70,1008.2,21.5
108,서울,2023-05-27 9:00,20.7,0,1.4,70,1008.3,23.2
108,서울,2023-05-27 10:00,20.6,0.1,1.7,76,1008.3,21.7
108,서울,2023-05-27 11:00,20.7,0.1,1.6,79,1008.4,21.4
108,서울,2023-05-27 12:00,19.7,3,1.3,92,1008.5,21.6
108,서울,2023-05-27 13:00,19.6,2.3,1,94,1007.8,21
108,서울,2023-05-27 14:00,19.5,2.7,1.7,96,1007.4,20.7
108,서울,2023-05-27 15:00,19.3,2,2.2,98,1006.5,20.4
108,서울,2023-05-27 16:00,19.3,0.6,3,97,1005.9,20.4
108,서울,2023-05-27 17:00,19,1.2,2.8,97,1005.4,19.9
108,서울,2023-05-27 18:00,18.9,5,2,100,1005.3,19.3
108,서울,2023-05-27 19:00,18.9,4.3,2,100,1005.7,18.9
108,서울,2023-05-27 20:00,18.9,3.8,2.3,98,1005.3,18.8
108,서울,2023-05-27 21:00,18.8,2.4,1.8,99,1005.6,18.7
108,서울,2023-05-27 22:00,18.9,3.7,2.2,97,1005.7,18.6
108,서울,2023-05-27 23:00,18.8,0.1,1.9,97,1005.4,18.6
108,서울,2023-05-28 0:00,18.7,0.5,1.7,97,1004.7,18.5
108,서울,2023-05-28 1:00,18.8,0.5,1.7,99,1004.3,18.6
108,서울,2023-05-28 2:00,18.8,4.9,1.6,99,1003.6,18.6
108,서울,2023-05-28 3:00,18.9,0.4,0.8,98,1003.1,18.7
108,서울,2023-05-28 4:00,19,0.4,3,98,1003.1,18.5
108,서울,2023-05-28 5:00,18.5,1.2,2,98,1003.1,18.2
108,서울,2023-05-28 6:00,18.5,0.8,0.7,99,1003,18.4
108,서울,2023-05-28 7:00,18.4,1.7,0.9,99,1003,18.6
108,서울,2023-05-28 8:00,18.6,2.4,2,99,1002.5,19.1
108,서울,2023-05-28 9:00,18.8,2.4,1.7,99,1002.5,19.7
108,서울,2023-05-28 10:00,19.2,1.7,1.2,99,1002.2,20.3
108,서울,2023-05-28 11:00,19.4,2,1.6,100,1002,20.7
108,서울,2023-05-28 12:00,19.8,1.6,0.6,98,1001.8,20.7
108,서울,2023-05-28 13:00,20,1.8,3,100,1001.6,21.4
108,서울,2023-05-28 14:00,20.1,1,3.1,99,1001.3,21.7
108,서울,2023-05-28 15:00,19.9,1.3,2,99,1001.1,21
108,서울,2023-05-28 16:00,19.8,3.5,2.6,100,1000.9,20.3
108,서울,2023-05-28 17:00,19.6,3.1,2.5,99,1000.8,20.1
108,서울,2023-05-28 18:00,19.4,1.8,2.4,100,1000.8,19.8
108,서울,2023-05-28 19:00,19.3,1.8,2.2,99,1000.9,19.5
108,서울,2023-05-28 20:00,19.2,1.5,2.4,100,1001.2,19.1
108,서울,2023-05-28 21:00,19,1.4,2,99,1001.6,18.9
108,서울,2023-05-28 22:00,19,2.5,0.9,98,1002,18.9
108,서울,2023-05-28 23:00,19,1.3,0.1,96,1001.7,18.9
108,서울,2023-05-29 0:00,19.1,0.8,1.1,99,1001.3,19
108,서울,2023-05-29 1:00,19.1,0.7,1,99,1000.9,19
108,서울,2023-05-29 2:00,19.2,1,1.1,99,1000.3,19
108,서울,2023-05-29 3:00,19.2,0.2,2.2,100,999.7,19
108,서울,2023-05-29 4:00,19.1,0.1,1.2,100,999.5,19
108,서울,2023-05-29 5:00,19.2,0.3,1.4,99,999.3,19
108,서울,2023-05-29 6:00,19.3,0,1.7,98,999.4,19.2
108,서울,2023-05-29 7:00,19.5,0,1.4,98,999.4,19.8
108,서울,2023-05-29 8:00,20,0,1.3,97,999.9,21.1
108,서울,2023-05-29 9:00,20.6,,1.2,95,1000.1,22.6
108,서울,2023-05-29 10:00,22.4,,2.3,87,999.8,27.1
108,서울,2023-05-29 11:00,23.3,,1.7,85,999.9,28
108,서울,2023-05-29 12:00,24.5,,2,80,999.9,29.1
108,서울,2023-05-29 13:00,25.2,,2.7,75,999.9,30
108,서울,2023-05-29 14:00,26.4,,1.8,68,999.4,32.5
108,서울,2023-05-29 15:00,27,,1.8,66,999.2,33.6
108,서울,2023-05-29 16:00,27.8,,1.2,62,998.9,33.3
108,서울,2023-05-29 17:00,28.5,,1.5,63,999,32.4
108,서울,2023-05-29 18:00,28.1,,2,60,999,27.6
108,서울,2023-05-29 19:00,27.7,,1.6,62,999.3,25.1
108,서울,2023-05-29 20:00,25.8,,1.8,73,999.7,22.8
108,서울,2023-05-29 21:00,24.5,,2.1,81,1000.5,21.6
108,서울,2023-05-29 22:00,23.7,,1.4,83,1000.7,20.8
108,서울,2023-05-29 23:00,22.9,,1.4,87,1001,20.2
108,서울,2023-05-30 0:00,22.4,,1.6,87,1001.2,20.4
108,서울,2023-05-30 1:00,21.9,,1.5,88,1001,19.5
108,서울,2023-05-30 2:00,21.6,,1.1,90,1000.8,19.8
108,서울,2023-05-30 3:00,21.4,,0.8,91,1000.5,19.8
108,서울,2023-05-30 4:00,21.1,,1.3,92,1000.2,18.9
108,서울,2023-05-30 5:00,20.7,,0.8,92,1000.4,18.3
108,서울,2023-05-30 6:00,20.6,,0.6,94,1000.7,19.8
108,서울,2023-05-30 7:00,21.3,,0.8,93,1000.3,21.7
108,서울,2023-05-30 8:00,22.1,,0.8,92,1000.3,23.7
108,서울,2023-05-30 9:00,23.8,,1.9,84,1000.3,27.9
108,서울,2023-05-30 10:00,25.1,,2.4,75,999.6,31.4
108,서울,2023-05-30 11:00,26.1,,4,61,999.6,34.4
108,서울,2023-05-30 12:00,26.6,,3.2,57,999.2,34.2
108,서울,2023-05-30 13:00,28.1,,2.2,54,999,36.3
108,서울,2023-05-30 14:00,28.3,,2.2,52,998.7,33.5
108,서울,2023-05-30 15:00,28.9,,3,51,998.8,34.6
108,서울,2023-05-30 16:00,27.9,,2.6,50,998.3,28.9
108,서울,2023-05-30 17:00,26.5,,4.4,54,998.7,25.1
108,서울,2023-05-30 18:00,25.6,,2.7,54,998.3,23.9
108,서울,2023-05-30 19:00,25.2,,3.3,55,998.5,22.3
108,서울,2023-05-30 20:00,24.5,,2,57,998.8,21
108,서울,2023-05-30 21:00,23.7,,2.9,60,999.4,20.1
108,서울,2023-05-30 22:00,22.9,,2.7,61,999.9,18.7
108,서울,2023-05-30 23:00,22,,2.8,60,1000.1,17.9
108,서울,2023-05-31 0:00,21.3,,1,65,1000.1,17.7
108,서울,2023-05-31 1:00,21.2,,3.2,73,1000.4,17.5
108,서울,2023-05-31 2:00,20.7,,2.1,73,1000.2,17.5
108,서울,2023-05-31 3:00,20.1,,1.7,72,1000.1,17.6
108,서울,2023-05-31 4:00,19.5,,1.8,72,1000.3,16.6
108,서울,2023-05-31 5:00,18.9,,1.9,71,1000.6,16.6
108,서울,2023-05-31 6:00,18.8,,2,73,1000.8,17.2
108,서울,2023-05-31 7:00,19.1,,2.5,70,1001.2,18.7
108,서울,2023-05-31 8:00,19.9,,2,60,1002.1,21.4
108,서울,2023-05-31 9:00,21.3,,3.1,56,1001.7,24.6
108,서울,2023-05-31 10:00,22.4,,4,50,1001.4,27.3
108,서울,2023-05-31 11:00,24.5,,1.6,50,1001.2,36
108,서울,2023-05-31 12:00,25.6,,3.2,47,1001.1,39.8
108,서울,2023-05-31 13:00,26.7,,2.1,49,1000.3,42.7
108,서울,2023-05-31 14:00,27,,3,48,999.9,38.4
108,서울,2023-05-31 15:00,27.5,,2.9,47,999.4,39.9
108,서울,2023-05-31 16:00,27.5,,2.5,48,999,37
108,서울,2023-05-31 17:00,27.4,,2.3,49,998.2,32.5
108,서울,2023-05-31 18:00,26.4,,3.5,57,997.9,29.7
108,서울,2023-05-31 19:00,24.7,,2.9,68,998.5,25.5
108,서울,2023-05-31 20:00,23.3,,2.4,74,999,22.9
108,서울,2023-05-31 21:00,22.1,,3.6,68,999.6,21.1
108,서울,2023-05-31 22:00,21.6,,2.4,65,1000,20
108,서울,2023-05-31 23:00,21.1,,1.9,66,1000,19.5
108,서울,2023-06-01 0:00,20.7,,2,66,999.4,19.2
108,서울,2023-06-01 1:00,20.5,,1,67,998.9,19.2
108,서울,2023-06-01 2:00,20.4,,1.1,69,998.8,18.9
108,서울,2023-06-01 3:00,20.1,,1.2,70,998.5,18.7
108,서울,2023-06-01 4:00,20.2,,1.4,70,998.2,18.6
108,서울,2023-06-01 5:00,19.9,,1.4,75,997.8,18.5
108,서울,2023-06-01 6:00,19.7,,0.9,76,998.3,18.7
108,서울,2023-06-01 7:00,19.8,,1.8,76,997.5,19.8
108,서울,2023-06-01 8:00,20.7,,1.1,73,997.5,22.6
108,서울,2023-06-01 9:00,22.1,,0.8,70,997.5,26.2
108,서울,2023-06-01 10:00,23.1,,0.7,67,997.5,26.3
108,서울,2023-06-01 11:00,23.6,,1.8,67,997.5,27.5
108,서울,2023-06-01 12:00,25.3,,2.4,61,996.5,32.8
108,서울,2023-06-01 13:00,24.9,,2.3,61,995.8,30.8
108,서울,2023-06-01 14:00,25.2,,2.7,59,995.3,34.3
108,서울,2023-06-01 15:00,25.3,,2.2,60,994.6,31.8
108,서울,2023-06-01 16:00,25.7,,2.5,59,993.6,33.7
108,서울,2023-06-01 17:00,26.1,,1.7,57,992.9,32
108,서울,2023-06-01 18:00,25.6,,2.4,59,992.6,27.7
108,서울,2023-06-01 19:00,25.1,,2.6,56,992.5,24.8
108,서울,2023-06-01 20:00,23.6,,2.5,58,992.9,21.7
108,서울,2023-06-01 21:00,22.7,,2.8,64,993,20.3
108,서울,2023-06-01 22:00,22.2,,2.5,69,993.5,20.2
108,서울,2023-06-01 23:00,21.5,,2.7,74,993.6,20.1
108,서울,2023-06-02 0:00,21.2,,2.4,75,993.5,20.1
108,서울,2023-06-02 1:00,20.8,,1.7,74,993,19.2
108,서울,2023-06-02 2:00,20,,1.6,77,992.9,17.8
108,서울,2023-06-02 3:00,19.3,,1.4,78,992.3,17.1
108,서울,2023-06-02 4:00,18.7,,1.2,80,991.8,16.5
108,서울,2023-06-02 5:00,18.4,,2,83,992.2,17.1
108,서울,2023-06-02 6:00,18,,1.4,83,991.7,16.7
108,서울,2023-06-02 7:00,18.1,,3.1,89,992.4,18.5
108,서울,2023-06-02 8:00,18.4,,1.4,85,992.2,20.5
108,서울,2023-06-02 9:00,18.5,,2.2,87,992,20.6
108,서울,2023-06-02 10:00,19.1,,1.9,83,992,21.8
108,서울,2023-06-02 11:00,19.6,,1.8,83,992.2,23.8
108,서울,2023-06-02 12:00,19.8,,2.7,82,992.4,23.5
108,서울,2023-06-02 13:00,20.4,,2.5,81,992.4,26.2
108,서울,2023-06-02 14:00,21.5,0,2.4,78,991.8,33.4
108,서울,2023-06-02 15:00,23.8,,2.5,66,991.3,36.4
108,서울,2023-06-02 16:00,24.4,,2.2,61,991.2,34.3
108,서울,2023-06-02 17:00,24.6,,3.6,61,991.2,30.8
108,서울,2023-06-02 18:00,24.4,,3.2,63,991.5,28.2
108,서울,2023-06-02 19:00,22.6,,4.1,71,992,23.2
108,서울,2023-06-02 20:00,21.3,,2.6,74,992.8,20.6
108,서울,2023-06-02 21:00,20.5,,2.9,77,993.8,19.1
108,서울,2023-06-02 22:00,19.8,,2.6,80,994.6,18.2
108,서울,2023-06-02 23:00,19.3,,1.2,80,994.9,17.4
108,서울,2023-06-03 0:00,18.8,,1.9,83,995.2,16.9
108,서울,2023-06-03 1:00,18.4,,1.4,86,995.4,16.4
108,서울,2023-06-03 2:00,18.1,,2.3,86,995.4,16
108,서울,2023-06-03 3:00,17.7,,1.2,87,995.7,15.6
108,서울,2023-06-03 4:00,17.5,,1,86,996.1,15.3
108,서울,2023-06-03 5:00,17,,0,86,996.5,14.5
108,서울,2023-06-03 6:00,16.7,,1,86,997.3,14.6
108,서울,2023-06-03 7:00,17.7,,1,82,997.6,18.1
108,서울,2023-06-03 8:00,19.9,,1,69,998.2,25.1
108,서울,2023-06-03 9:00,22,,2.3,56,998.6,31.2
108,서울,2023-06-03 10:00,23.5,,3.3,50,999.1,36.9
108,서울,2023-06-03 11:00,24.8,,3,41,999.1,42.1
108,서울,2023-06-03 12:00,25.8,,4.2,39,998.7,45.2
108,서울,2023-06-03 13:00,26.6,,3.9,36,998.4,47.7
108,서울,2023-06-03 14:00,27.2,,4.3,31,997.7,47.9
108,서울,2023-06-03 15:00,27.7,,4.2,40,997.5,46.7
108,서울,2023-06-03 16:00,27.3,,4.7,38,997.3,43.2
108,서울,2023-06-03 17:00,26.9,,3.5,39,997.2,36.5
108,서울,2023-06-03 18:00,25.6,,3.7,41,997.1,29.2
108,서울,2023-06-03 19:00,24,,3,47,997.5,24.3
108,서울,2023-06-03 20:00,22,,3.8,54,998,21.2
108,서울,2023-06-03 21:00,21.2,,2.8,57,998.2,19.8
108,서울,2023-06-03 22:00,20.4,,3.4,65,999.2,18.8
108,서울,2023-06-03 23:00,19.8,,2.2,68,999.4,17.9
108,서울,2023-06-04 0:00,19,,2.5,75,999.5,17
108,서울,2023-06-04 1:00,18.2,,1.7,80,999.6,16.2
108,서울,2023-06-04 2:00,17.8,,1.1,83,999.4,15.7
108,서울,2023-06-04 3:00,17.4,,2,87,999.7,15.4
108,서울,2023-06-04 4:00,17.2,,1.6,88,1000.1,15.2
108,서울,2023-06-04 5:00,17.2,,1.1,87,1000.1,16
108,서울,2023-06-04 6:00,16.9,,1.5,87,1000.7,15.8
108,서울,2023-06-04 7:00,17.3,,1,85,1000.8,18.5
108,서울,2023-06-04 8:00,19,,1.4,79,1001,25.7
108,서울,2023-06-04 9:00,20.9,,1.7,70,1000.8,33.4
108,서울,2023-06-04 10:00,22.9,,2.2,62,1000.8,40.8
108,서울,2023-06-04 11:00,24.4,,2,56,1000.7,45.6
108,서울,2023-06-04 12:00,26,,3,52,1000.7,49.2
108,서울,2023-06-04 13:00,26.2,,5.6,40,1000.6,46.2
108,서울,2023-06-04 14:00,26,,2.4,40,999.8,44.2
108,서울,2023-06-04 15:00,27,,4,35,999,47
108,서울,2023-06-04 16:00,27.6,,3.4,32,998.4,44.1
108,서울,2023-06-04 17:00,27.6,,4.4,30,998.3,37.8
108,서울,2023-06-04 18:00,26.7,,3.4,35,998.6,30.7
108,서울,2023-06-04 19:00,24.8,,3.3,37,999.3,25
108,서울,2023-06-04 20:00,23.3,,2.5,38,999.9,21.8
108,서울,2023-06-04 21:00,22,,4.2,54,1000.3,20.7
108,서울,2023-06-04 22:00,21.2,,1.8,61,1000.6,19.4
108,서울,2023-06-04 23:00,20.7,,1.5,64,1000.8,18.7
108,서울,2023-06-05 0:00,20.1,,0.8,68,1000.9,17.7
108,서울,2023-06-05 1:00,19.6,,1.2,73,1000.9,17.2
108,서울,2023-06-05 2:00,19.2,,0.6,73,1000.8,16.6
108,서울,2023-06-05 3:00,18.7,,0,77,1000.5,16.2
108,서울,2023-06-05 4:00,18.1,,0.7,79,1000.6,15.5
108,서울,2023-06-05 5:00,17.8,,0,83,1000.8,15.2
108,서울,2023-06-05 6:00,17.7,,1.2,82,1000.6,16.1
108,서울,2023-06-05 7:00,18.8,,0.9,77,1000.8,19.9
108,서울,2023-06-05 8:00,20.5,,1.2,73,1000.6,24.9
108,서울,2023-06-05 9:00,21.8,,2.8,71,1000.8,33.4
108,서울,2023-06-05 10:00,22.3,,4.2,68,1001,34.9
108,서울,2023-06-05 11:00,23.4,,3.9,64,1000.9,42.3
108,서울,2023-06-05 12:00,23.9,,3.6,61,1000.7,40.9
108,서울,2023-06-05 13:00,25.1,,4.3,57,1000.4,49.7
108,서울,2023-06-05 14:00,25.2,,3.6,54,1000.1,44.4
108,서울,2023-06-05 15:00,26,,3.6,48,999.5,46.8
108,서울,2023-06-05 16:00,25.8,,3.9,49,999.4,43.3
108,서울,2023-06-05 17:00,25.4,,4.6,50,999.3,38
108,서울,2023-06-05 18:00,24.1,,4.3,54,999.3,30.3
108,서울,2023-06-05 19:00,22.3,,3.4,60,999.6,25.6
108,서울,2023-06-05 20:00,21.1,,3.4,64,999.9,21.9
108,서울,2023-06-05 21:00,20.4,,2.2,66,1000.4,20.1
108,서울,2023-06-05 22:00,20,,2.4,68,1000.8,19
108,서울,2023-06-05 23:00,19.5,,2.7,72,1000.8,18.3
108,서울,2023-06-06 0:00,19,,2.6,76,1000.8,17.8
108,서울,2023-06-06 1:00,18.8,,1.6,78,1000.3,17.9
108,서울,2023-06-06 2:00,18.6,,2.3,79,999.5,17.4
108,서울,2023-06-06 3:00,18.2,,2.3,83,999.1,16.5
108,서울,2023-06-06 4:00,17.9,,1.5,84,998.9,16.1
108,서울,2023-06-06 5:00,17.6,,1.1,85,998.7,15.5
108,서울,2023-06-06 6:00,17.3,,0.7,86,998.3,16.2
108,서울,2023-06-06 7:00,18.2,,1.5,84,998.2,20.7
108,서울,2023-06-06 8:00,19.4,,3.2,75,998.3,28.3
108,서울,2023-06-06 9:00,19.8,,2.5,74,998,29.8
108,서울,2023-06-06 10:00,20.8,,1.9,68,997.1,39.5
108,서울,2023-06-06 11:00,22.6,,2,62,996.8,40.6
108,서울,2023-06-06 12:00,23.2,,2.5,59,995.7,33.5
108,서울,2023-06-06 13:00,25,,3.4,55,995.7,50
108,서울,2023-06-06 14:00,24.5,,4.9,53,995.8,43
108,서울,2023-06-06 15:00,22.6,0,5.5,63,996.7,31
108,서울,2023-06-06 16:00,23.4,0,3.2,63,995.5,35.8
108,서울,2023-06-06 17:00,23.4,,3.7,60,995.2,33.5
108,서울,2023-06-06 18:00,22.6,,3.6,64,995.3,28.4
108,서울,2023-06-06 19:00,21,,3.9,70,995.7,23.9
108,서울,2023-06-06 20:00,19.6,,3.5,77,996.1,20.1
108,서울,2023-06-06 21:00,19.4,,3,75,996.9,20.5
108,서울,2023-06-06 22:00,19.3,,2.9,77,997.8,20.4
108,서울,2023-06-06 23:00,19.3,,2.4,78,997.9,20.3
108,서울,2023-06-07 0:00,19.2,,2.3,79,998,20
108,서울,2023-06-07 1:00,19.2,,2.8,81,998,20
108,서울,2023-06-07 2:00,19.1,,2.2,78,998.1,19.7
108,서울,2023-06-07 3:00,19,,1.9,81,998.4,19.6
108,서울,2023-06-07 4:00,19,,2.6,80,998.4,19.5
108,서울,2023-06-07 5:00,19,,2.5,80,998.4,19.3
108,서울,2023-06-07 6:00,19,,1.6,78,998.9,19.6
108,서울,2023-06-07 7:00,19,,1.9,82,999.2,19.9
108,서울,2023-06-07 8:00,19.2,,1.4,83,999.3,20.9
108,서울,2023-06-07 9:00,19.4,,2,82,999.5,21.5
108,서울,2023-06-07 10:00,19.7,0,1.5,83,999.4,22.7
108,서울,2023-06-07 11:00,20.4,0,1.4,80,999.1,27.1
108,서울,2023-06-07 12:00,21.4,,2.4,77,998.7,27.8
108,서울,2023-06-07 13:00,21.9,,3.4,74,998.5,31
108,서울,2023-06-07 14:00,23.2,,2,70,998.1,36.8
108,서울,2023-06-07 15:00,24.1,,3.2,66,997.6,34.6
108,서울,2023-06-07 16:00,24.8,,2.6,63,997.1,35.6
108,서울,2023-06-07 17:00,25.5,,2,63,996.7,35.5
108,서울,2023-06-07 18:00,25.1,,2,66,996.7,29.4
108,서울,2023-06-07 19:00,24,,2.4,71,996.7,25.2
108,서울,2023-06-07 20:00,23.2,,2.1,70,997,22.2
108,서울,2023-06-07 21:00,22.5,,2,73,997.5,20.8
108,서울,2023-06-07 22:00,22,,1.4,77,997.9,20.1
108,서울,2023-06-07 23:00,21.5,,1.4,77,997.3,19.4
108,서울,2023-06-08 0:00,21,,1.3,79,996.9,18.8
108,서울,2023-06-08 1:00,20.1,,1.9,80,996.5,17.9
108,서울,2023-06-08 2:00,19.1,,2.5,84,996.5,17.1
108,서울,2023-06-08 3:00,18.6,,1.7,88,996.5,16.5
108,서울,2023-06-08 4:00,18.4,,2.5,88,997.2,17.6
108,서울,2023-06-08 5:00,18.4,,1.9,87,997.6,17.5
108,서울,2023-06-08 6:00,18.4,,2.4,86,997.4,18.8
108,서울,2023-06-08 7:00,18.5,,1,86,996.4,20.1
108,서울,2023-06-08 8:00,19.3,,2.7,82,995.9,23.9
108,서울,2023-06-08 9:00,20.6,,1.8,75,995.3,32
108,서울,2023-06-08 10:00,21.2,,3.2,73,994.7,30.2
108,서울,2023-06-08 11:00,21.8,,3.3,71,995.3,29.4
108,서울,2023-06-08 12:00,21.5,0,3.9,73,995.6,26.8
108,서울,2023-06-08 13:00,21.6,0,1.6,74,993.6,30.9
108,서울,2023-06-08 14:00,21.8,0,2.3,76,992.6,25.5
108,서울,2023-06-08 15:00,22,0.1,1.6,75,992.2,26.4
108,서울,2023-06-08 16:00,23.4,,2,69,992.7,34.9
108,서울,2023-06-08 17:00,23.7,,3.3,66,992.3,31.1
108,서울,2023-06-08 18:00,23.4,,3.1,69,992.1,27.4
108,서울,2023-06-08 19:00,21.8,,2.4,77,992.4,22.6
108,서울,2023-06-08 20:00,21,,3.8,79,993.1,21.5
108,서울,2023-06-08 21:00,20.3,0.3,2.7,84,993.2,19.1
108,서울,2023-06-08 22:00,20,0,1.4,86,992.2,18.7
108,서울,2023-06-08 23:00,19.9,0.1,2.6,88,992.2,19.2
108,서울,2023-06-09 0:00,18.6,1.4,1.7,94,991.8,19
108,서울,2023-06-09 1:00,19.1,0.5,3.7,97,991.6,19.2
108,서울,2023-06-09 2:00,19.1,0.3,3,99,991.6,19.2
108,서울,2023-06-09 3:00,19,0.3,2.3,96,992,19.3
108,서울,2023-06-09 4:00,18.9,0.1,2.3,95,992.3,18.8
108,서울,2023-06-09 5:00,18.5,,1.8,96,992.4,17.2
108,서울,2023-06-09 6:00,18.4,,1.3,96,993.1,18.2
108,서울,2023-06-09 7:00,18.7,,1.5,94,993.8,20
108,서울,2023-06-09 8:00,19.9,,1.3,85,993.8,23.9
108,서울,2023-06-09 9:00,21.4,,1.1,77,993.6,30.5
108,서울,2023-06-09 10:00,22.5,,2.1,65,993.6,35.5
108,서울,2023-06-09 11:00,24.2,,2.2,60,993.9,41.6
108,서울,2023-06-09 12:00,25.3,,2.4,52,993.8,46.8
